,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,State,Literacy Rate,normalized_literacy
1641,Upshur,Upshur,Upshur County,54097,WV,West Virginia,38.8979,-80.2334,23965,West Virginia,79.1,0.5340909090909096
1642,Hood River,Hood River,Hood River County,41027,OR,Oregon,45.519,-121.6511,23915,Oregon,83.2,0.30113636363636354
1643,Saline,Saline,Saline County,17165,IL,Illinois,37.7531,-88.5407,23869,Illinois,79.6,0.5056818181818187
1644,Blaine,Blaine,Blaine County,16013,ID,Idaho,43.4119,-113.9802,23868,Idaho,83.6,0.2784090909090913
1645,Itawamba,Itawamba,Itawamba County,28057,MS,Mississippi,34.28,-88.3613,23863,Mississippi,72.0,0.9375000000000003
1646,Ohio,Ohio,Ohio County,21183,KY,Kentucky,37.4782,-86.8489,23861,Kentucky,78.1,0.5909090909090915
1647,Mingo,Mingo,Mingo County,54059,WV,West Virginia,37.7264,-82.1347,23821,West Virginia,79.1,0.5340909090909096
1648,Seminole,Seminole,Seminole County,40133,OK,Oklahoma,35.1675,-96.6155,23798,Oklahoma,79.9,0.4886363636363634
1649,Washington,Washington,Washington County,29221,MO,Missouri,37.9617,-90.8774,23791,Missouri,81.1,0.42045454545454586
1650,Page,Page,Page County,51139,VA,Virginia,38.6194,-78.4844,23734,Virginia,81.2,0.4147727272727273
1651,Iowa,Iowa,Iowa County,55049,WI,Wisconsin,43.0005,-90.1354,23715,Wisconsin,84.7,0.21590909090909083
1652,Winston,Winston,Winston County,1133,AL,Alabama,34.1492,-87.3737,23650,Alabama,76.1,0.704545454545455
1653,Anderson,Anderson,Anderson County,21005,KY,Kentucky,38.0039,-84.991,23646,Kentucky,78.1,0.5909090909090915
1654,St. Francis,St. Francis,St. Francis County,5123,AR,Arkansas,35.022,-90.7478,23623,Arkansas,76.9,0.659090909090909
1655,Juniata,Juniata,Juniata County,42067,PA,Pennsylvania,40.5311,-77.4022,23607,Pennsylvania,81.9,0.3749999999999998
1656,Plaquemines,Plaquemines,Plaquemines Parish,22075,LA,Louisiana,29.4406,-89.61,23536,Louisiana,72.9,0.8863636363636364
1657,Menominee,Menominee,Menominee County,26109,MI,Michigan,45.5801,-87.5566,23477,Michigan,82.4,0.34659090909090884
1658,Roscommon,Roscommon,Roscommon County,26143,MI,Michigan,44.3356,-84.6116,23458,Michigan,82.4,0.34659090909090884
1659,Antrim,Antrim,Antrim County,26009,MI,Michigan,44.9991,-85.1402,23427,Michigan,82.4,0.34659090909090884
1660,Fayette,Fayette,Fayette County,18041,IN,Indiana,39.64,-85.1788,23393,Indiana,81.3,0.4090909090909094
1661,Grainger,Grainger,Grainger County,47057,TN,Tennessee,36.2763,-83.5096,23377,Tennessee,78.3,0.5795454545454549
1662,Clarke,Clarke,Clarke County,1025,AL,Alabama,31.6767,-87.8308,23346,Alabama,76.1,0.704545454545455
1663,Teton,Teton,Teton County,56039,WY,Wyoming,43.9346,-110.5898,23319,Wyoming,86.4,0.11931818181818155
1664,Saline,Saline,Saline County,29195,MO,Missouri,39.1368,-93.2018,23278,Missouri,81.1,0.42045454545454586
1665,Starke,Starke,Starke County,18149,IN,Indiana,41.2809,-86.6476,23275,Indiana,81.3,0.4090909090909094
1666,Meeker,Meeker,Meeker County,27093,MN,Minnesota,45.1231,-94.5274,23268,Minnesota,86.9,0.0909090909090906
1667,McDonald,McDonald,McDonald County,29119,MO,Missouri,36.6287,-94.3483,23267,Missouri,81.1,0.42045454545454586
1668,Franklin,Franklin,Franklin County,13119,GA,Georgia,34.3754,-83.2291,23256,Georgia,76.4,0.6874999999999999
1669,Curry,Curry,Curry County,41015,OR,Oregon,42.4576,-124.1568,23234,Oregon,83.2,0.30113636363636354
1670,Hampshire,Hampshire,Hampshire County,54027,WV,West Virginia,39.3171,-78.6141,23214,West Virginia,79.1,0.5340909090909096
1671,Yankton,Yankton,Yankton County,46135,SD,South Dakota,43.009,-97.3948,23213,South Dakota,85.1,0.19318181818181857
1672,Poinsett,Poinsett,Poinsett County,5111,AR,Arkansas,35.574,-90.663,23212,Arkansas,76.9,0.659090909090909
1673,Tattnall,Tattnall,Tattnall County,13267,GA,Georgia,32.0458,-82.0581,23211,Georgia,76.4,0.6874999999999999
1674,Crawford,Crawford,Crawford County,29055,MO,Missouri,37.9764,-91.3039,23204,Missouri,81.1,0.42045454545454586
1675,Allen,Allen,Allen Parish,22003,LA,Louisiana,30.653,-92.828,23085,Louisiana,72.9,0.8863636363636364
1676,Ray,Ray,Ray County,29177,MO,Missouri,39.3523,-93.9899,23080,Missouri,81.1,0.42045454545454586
1677,Hopewell,Hopewell,Hopewell City,51670,VA,Virginia,37.2915,-77.2985,23020,Virginia,81.2,0.4147727272727273
1678,Pacific,Pacific,Pacific County,53049,WA,Washington,46.5557,-123.7041,22974,Washington,83.9,0.26136363636363613
1679,Columbia,Columbia,Columbia County,5027,AR,Arkansas,33.2143,-93.2273,22947,Arkansas,76.9,0.659090909090909
1680,Osceola,Osceola,Osceola County,26133,MI,Michigan,43.9898,-85.3252,22917,Michigan,82.4,0.34659090909090884
1681,Ouachita,Ouachita,Ouachita County,5103,AR,Arkansas,33.5934,-92.8819,22858,Arkansas,76.9,0.659090909090909
1682,Vilas,Vilas,Vilas County,55125,WI,Wisconsin,46.0529,-89.5148,22813,Wisconsin,84.7,0.21590909090909083
1683,Johnson,Johnson,Johnson County,21115,KY,Kentucky,37.8466,-82.8315,22794,Kentucky,78.1,0.5909090909090915
1684,Caswell,Caswell,Caswell County,37033,NC,North Carolina,36.3932,-79.3335,22785,North Carolina,78.7,0.5568181818181819
1685,Franklin,Franklin,Franklin County,18047,IN,Indiana,39.4149,-85.0602,22769,Indiana,81.3,0.4090909090909094
1686,Emanuel,Emanuel,Emanuel County,13107,GA,Georgia,32.5897,-82.3017,22739,Georgia,76.4,0.6874999999999999
1687,Rockbridge,Rockbridge,Rockbridge County,51163,VA,Virginia,37.8145,-79.4473,22663,Virginia,81.2,0.4147727272727273
1688,Brooke,Brooke,Brooke County,54009,WV,West Virginia,40.2739,-80.5765,22603,West Virginia,79.1,0.5340909090909096
1689,Sumner,Sumner,Sumner County,20191,KS,Kansas,37.2373,-97.4765,22603,Kansas,83.1,0.3068181818181822
1690,Panola,Panola,Panola County,48365,TX,Texas,32.1624,-94.3056,22583,Texas,71.8,0.9488636363636368
1691,Washington,Washington,Washington County,19183,IA,Iowa,41.3356,-91.7179,22525,Iowa,85.1,0.19318181818181857
1692,New Kent,New Kent,New Kent County,51127,VA,Virginia,37.5052,-76.9974,22519,Virginia,81.2,0.4147727272727273
1693,Lee,Lee,Lee County,51105,VA,Virginia,36.7054,-83.1286,22482,Virginia,81.2,0.4147727272727273
1694,Klickitat,Klickitat,Klickitat County,53039,WA,Washington,45.8738,-120.7891,22478,Washington,83.9,0.26136363636363613
1695,Mercer,Mercer,Mercer County,21167,KY,Kentucky,37.811,-84.8745,22470,Kentucky,78.1,0.5909090909090915
1696,Bibb,Bibb,Bibb County,1007,AL,Alabama,32.9986,-87.1265,22412,Alabama,76.1,0.704545454545455
1697,Anson,Anson,Anson County,37007,NC,North Carolina,34.9738,-80.1027,22388,North Carolina,78.7,0.5568181818181819
1698,Sabine,Sabine,Sabine Parish,22085,LA,Louisiana,31.564,-93.5547,22377,Louisiana,72.9,0.8863636363636364
1699,Overton,Overton,Overton County,47133,TN,Tennessee,36.345,-85.2881,22364,Tennessee,78.3,0.5795454545454549
1700,Meigs,Meigs,Meigs County,39105,OH,Ohio,39.0822,-82.0229,22361,Ohio,82.3,0.3522727272727275
1701,Beckham,Beckham,Beckham County,40009,OK,Oklahoma,35.2687,-99.682,22349,Oklahoma,79.9,0.4886363636363634
1702,Houston,Houston,Houston County,48225,TX,Texas,31.3177,-95.4227,22288,Texas,71.8,0.9488636363636368
1703,Asotin,Asotin,Asotin County,53003,WA,Washington,46.1918,-117.203,22285,Washington,83.9,0.26136363636363613
1704,Limestone,Limestone,Limestone County,48293,TX,Texas,31.5455,-96.5805,22252,Texas,71.8,0.9488636363636368
1705,Leelanau,Leelanau,Leelanau County,26089,MI,Michigan,44.9385,-85.812,22251,Michigan,82.4,0.34659090909090884
1706,Grant,Grant,Grant Parish,22043,LA,Louisiana,31.5997,-92.5595,22236,Louisiana,72.9,0.8863636363636364
1707,Nobles,Nobles,Nobles County,27105,MN,Minnesota,43.6742,-95.7534,22223,Minnesota,86.9,0.0909090909090906
1708,Seward,Seward,Seward County,20175,KS,Kansas,37.1933,-100.8513,22223,Kansas,83.1,0.3068181818181822
1709,Martin,Martin,Martin County,37117,NC,North Carolina,35.8432,-77.1092,22213,North Carolina,78.7,0.5568181818181819
1710,Waynesboro,Waynesboro,Waynesboro City,51820,VA,Virginia,38.0674,-78.9014,22149,Virginia,81.2,0.4147727272727273
1711,Mahaska,Mahaska,Mahaska County,19123,IA,Iowa,41.3352,-92.6409,22132,Iowa,85.1,0.19318181818181857
1712,Boone,Boone,Boone County,54005,WV,West Virginia,38.023,-81.7112,22059,West Virginia,79.1,0.5340909090909096
1713,Hertford,Hertford,Hertford County,37091,NC,North Carolina,36.3591,-76.982,22010,North Carolina,78.7,0.5568181818181819
1714,Saunders,Saunders,Saunders County,31155,NE,Nebraska,41.2264,-96.6374,22008,Nebraska,83.6,0.2784090909090913
1715,Jo Daviess,Jo Daviess,Jo Daviess County,17085,IL,Illinois,42.3658,-90.2126,21995,Illinois,79.6,0.5056818181818187
1716,Randolph,Randolph,Randolph County,1111,AL,Alabama,33.2938,-85.4591,21984,Alabama,76.1,0.704545454545455
1717,Mitchell,Mitchell,Mitchell County,13205,GA,Georgia,31.2253,-84.1943,21940,Georgia,76.4,0.6874999999999999
1718,Wyandot,Wyandot,Wyandot County,39175,OH,Ohio,40.8424,-83.3044,21933,Ohio,82.3,0.3522727272727275
1719,Prince Edward,Prince Edward,Prince Edward County,51147,VA,Virginia,37.2243,-78.4411,21887,Virginia,81.2,0.4147727272727273
1720,Henry,Henry,Henry County,29083,MO,Missouri,38.3852,-93.7928,21884,Missouri,81.1,0.42045454545454586
1721,Tippah,Tippah,Tippah County,28139,MS,Mississippi,34.7684,-88.9089,21877,Mississippi,72.0,0.9375000000000003
1722,Putnam,Putnam,Putnam County,13237,GA,Georgia,33.3218,-83.3728,21870,Georgia,76.4,0.6874999999999999
1723,Scott,Scott,Scott County,47151,TN,Tennessee,36.4285,-84.5035,21855,Tennessee,78.3,0.5795454545454549
1724,Coahoma,Coahoma,Coahoma County,28027,MS,Mississippi,34.23,-90.6018,21839,Mississippi,72.0,0.9375000000000003
1725,Letcher,Letcher,Letcher County,21133,KY,Kentucky,37.1212,-82.8553,21784,Kentucky,78.1,0.5909090909090915
1726,Colusa,Colusa,Colusa County,6011,CA,California,39.1775,-122.237,21780,California,71.6,0.9602272727272734
1727,Logan,Logan,Logan County,8075,CO,Colorado,40.7247,-103.1101,21765,Colorado,83.4,0.28977272727272707
1728,Taylor,Taylor,Taylor County,12123,FL,Florida,30.047,-83.6035,21762,Florida,76.3,0.6931818181818186
1729,McDuffie,McDuffie,McDuffie County,13189,GA,Georgia,33.4828,-82.4814,21727,Georgia,76.4,0.6874999999999999
1730,Gage,Gage,Gage County,31067,NE,Nebraska,40.2619,-96.6894,21706,Nebraska,83.6,0.2784090909090913
1731,Stutsman,Stutsman,Stutsman County,38093,ND,North Dakota,46.9793,-98.9588,21678,North Dakota,86.6,0.10795454545454586
1732,Hockley,Hockley,Hockley County,48219,TX,Texas,33.6076,-102.3432,21670,Texas,71.8,0.9488636363636368
1733,Grenada,Grenada,Grenada County,28043,MS,Mississippi,33.7699,-89.8019,21621,Mississippi,72.0,0.9375000000000003
1734,Wyoming,Wyoming,Wyoming County,54109,WV,West Virginia,37.6096,-81.5492,21581,West Virginia,79.1,0.5340909090909096
1735,Scott,Scott,Scott County,51169,VA,Virginia,36.7143,-82.6029,21576,Virginia,81.2,0.4147727272727273
1736,Nodaway,Nodaway,Nodaway County,29147,MO,Missouri,40.3608,-94.8834,21571,Missouri,81.1,0.42045454545454586
1737,Clark,Clark,Clark County,5019,AR,Arkansas,34.051,-93.1764,21569,Arkansas,76.9,0.659090909090909
1738,Jersey,Jersey,Jersey County,17083,IL,Illinois,39.0855,-90.3565,21533,Illinois,79.6,0.5056818181818187
1739,Fayette,Fayette,Fayette County,17051,IL,Illinois,39.0002,-89.0241,21514,Illinois,79.6,0.5056818181818187
1740,Moore,Moore,Moore County,48341,TX,Texas,35.8377,-101.893,21494,Texas,71.8,0.9488636363636368
1741,Sevier,Sevier,Sevier County,49041,UT,Utah,38.7478,-111.8044,21471,Utah,85.5,0.17045454545454553
1742,Leake,Leake,Leake County,28079,MS,Mississippi,32.7535,-89.524,21452,Mississippi,72.0,0.9375000000000003
1743,Texas,Texas,Texas County,40139,OK,Oklahoma,36.7479,-101.4901,21448,Oklahoma,79.9,0.4886363636363634
1744,Lampasas,Lampasas,Lampasas County,48281,TX,Texas,31.1962,-98.2415,21443,Texas,71.8,0.9488636363636368
1745,Wabasha,Wabasha,Wabasha County,27157,MN,Minnesota,44.2843,-92.2303,21425,Minnesota,86.9,0.0909090909090906
1746,Gray,Gray,Gray County,48179,TX,Texas,35.4012,-100.8126,21398,Texas,71.8,0.9488636363636368
1747,Minidoka,Minidoka,Minidoka County,16067,ID,Idaho,42.8543,-113.6375,21393,Idaho,83.6,0.2784090909090913
1748,Newton,Newton,Newton County,28101,MS,Mississippi,32.4002,-89.1188,21385,Mississippi,72.0,0.9375000000000003
1749,Assumption,Assumption,Assumption Parish,22007,LA,Louisiana,29.9024,-91.0608,21366,Louisiana,72.9,0.8863636363636364
1750,Logan,Logan,Logan County,5083,AR,Arkansas,35.2149,-93.7166,21299,Arkansas,76.9,0.659090909090909
1751,Dakota,Dakota,Dakota County,31043,NE,Nebraska,42.3911,-96.5646,21284,Nebraska,83.6,0.2784090909090913
1752,Owen,Owen,Owen County,18119,IN,Indiana,39.3128,-86.8377,21280,Indiana,81.3,0.4090909090909094
1753,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,Louisiana,72.9,0.8863636363636364
1754,Madison,Madison,Madison County,37115,NC,North Carolina,35.858,-82.7058,21269,North Carolina,78.7,0.5568181818181819
1755,Llano,Llano,Llano County,48299,TX,Texas,30.7058,-98.6841,21246,Texas,71.8,0.9488636363636368
1756,Hubbard,Hubbard,Hubbard County,27057,MN,Minnesota,47.1086,-94.9167,21219,Minnesota,86.9,0.0909090909090906
1757,Fairfield,Fairfield,Fairfield County,45039,SC,South Carolina,34.3951,-81.1212,21186,South Carolina,77.6,0.6193181818181823
1758,Fillmore,Fillmore,Fillmore County,27045,MN,Minnesota,43.674,-92.0902,21179,Minnesota,86.9,0.0909090909090906
1759,Gaines,Gaines,Gaines County,48165,TX,Texas,32.7407,-102.6352,21167,Texas,71.8,0.9488636363636368
1760,Shelby,Shelby,Shelby County,17173,IL,Illinois,39.3911,-88.8055,21160,Illinois,79.6,0.5056818181818187
1761,Morgan,Morgan,Morgan County,47129,TN,Tennessee,36.135,-84.6492,21158,Tennessee,78.3,0.5795454545454549
1762,Perry,Perry,Perry County,17145,IL,Illinois,38.0837,-89.367,21158,Illinois,79.6,0.5056818181818187
1763,Clinton,Clinton,Clinton County,29049,MO,Missouri,39.6018,-94.4046,21095,Missouri,81.1,0.42045454545454586
1764,Jackson,Jackson,Jackson County,55053,WI,Wisconsin,44.3192,-90.8053,21004,Wisconsin,84.7,0.21590909090909083
1765,Pointe Coupee,Pointe Coupee,Pointe Coupee Parish,22077,LA,Louisiana,30.7095,-91.6008,20951,Louisiana,72.9,0.8863636363636364
1766,Morgan,Morgan,Morgan County,29141,MO,Missouri,38.4237,-92.886,20883,Missouri,81.1,0.42045454545454586
1767,Bandera,Bandera,Bandera County,48019,TX,Texas,29.7472,-99.2463,20839,Texas,71.8,0.9488636363636368
1768,Worth,Worth,Worth County,13321,GA,Georgia,31.5515,-83.8509,20824,Georgia,76.4,0.6874999999999999
1769,Sullivan,Sullivan,Sullivan County,18153,IN,Indiana,39.0888,-87.4147,20814,Indiana,81.3,0.4090909090909094
1770,Hutchinson,Hutchinson,Hutchinson County,48233,TX,Texas,35.84,-101.3547,20801,Texas,71.8,0.9488636363636368
1771,Barnwell,Barnwell,Barnwell County,45011,SC,South Carolina,33.2661,-81.4349,20801,South Carolina,77.6,0.6193181818181823
1772,Dodge,Dodge,Dodge County,27039,MN,Minnesota,44.0226,-92.8621,20798,Minnesota,86.9,0.0909090909090906
1773,Carroll,Carroll,Carroll County,19027,IA,Iowa,42.0362,-94.8605,20756,Iowa,85.1,0.19318181818181857
1774,Ogemaw,Ogemaw,Ogemaw County,26129,MI,Michigan,44.335,-84.1264,20745,Michigan,82.4,0.34659090909090884
1775,Buena Vista,Buena Vista,Buena Vista County,19021,IA,Iowa,42.7355,-95.1511,20723,Iowa,85.1,0.19318181818181857
1776,Washington,Washington,Washington County,31177,NE,Nebraska,41.5311,-96.222,20699,Nebraska,83.6,0.2784090909090913
1777,Conway,Conway,Conway County,5029,AR,Arkansas,35.2624,-92.7014,20687,Arkansas,76.9,0.659090909090909
1778,Jones,Jones,Jones County,19105,IA,Iowa,42.1212,-91.1315,20680,Iowa,85.1,0.19318181818181857
1779,Meriwether,Meriwether,Meriwether County,13199,GA,Georgia,33.0405,-84.6883,20659,Georgia,76.4,0.6874999999999999
1780,Lincoln,Lincoln,Lincoln County,54043,WV,West Virginia,38.1753,-82.0704,20625,West Virginia,79.1,0.5340909090909096
1781,Buchanan,Buchanan,Buchanan County,51027,VA,Virginia,37.2666,-82.036,20615,Virginia,81.2,0.4147727272727273
1782,Allen,Allen,Allen County,21003,KY,Kentucky,36.7513,-86.1904,20604,Kentucky,78.1,0.5909090909090915
1783,Buchanan,Buchanan,Buchanan County,19019,IA,Iowa,42.4708,-91.8379,20598,Iowa,85.1,0.19318181818181857
1784,Woodward,Woodward,Woodward County,40153,OK,Oklahoma,36.4227,-99.2651,20591,Oklahoma,79.9,0.4886363636363634
1785,Jay,Jay,Jay County,18075,IN,Indiana,40.438,-85.0057,20570,Indiana,81.3,0.4090909090909094
1786,Colorado,Colorado,Colorado County,48089,TX,Texas,29.6208,-96.5263,20559,Texas,71.8,0.9488636363636368
1787,Kewaunee,Kewaunee,Kewaunee County,55061,WI,Wisconsin,44.5161,-87.6153,20535,Wisconsin,84.7,0.21590909090909083
1788,Greene,Greene,Greene County,37079,NC,North Carolina,35.485,-77.6758,20524,North Carolina,78.7,0.5568181818181819
1789,Crisp,Crisp,Crisp County,13081,GA,Georgia,31.9229,-83.7681,20524,Georgia,76.4,0.6874999999999999
1790,Uinta,Uinta,Uinta County,56041,WY,Wyoming,41.2876,-110.5476,20514,Wyoming,86.4,0.11931818181818155
1791,Adams,Adams,Adams County,55001,WI,Wisconsin,43.9696,-89.7704,20505,Wisconsin,84.7,0.21590909090909083
1792,Yell,Yell,Yell County,5149,AR,Arkansas,35.0025,-93.411,20489,Arkansas,76.9,0.659090909090909
1793,Henry,Henry,Henry County,19087,IA,Iowa,40.988,-91.5445,20488,Iowa,85.1,0.19318181818181857
1794,Clay,Clay,Clay County,21051,KY,Kentucky,37.1597,-83.7146,20484,Kentucky,78.1,0.5909090909090915
1795,Willacy,Willacy,Willacy County,48489,TX,Texas,26.4693,-97.6622,20423,Texas,71.8,0.9488636363636368
1796,Fulton,Fulton,Fulton County,18049,IN,Indiana,41.047,-86.2635,20400,Indiana,81.3,0.4090909090909094
1797,St. James,St. James,St. James Parish,22093,LA,Louisiana,30.027,-90.7931,20390,Louisiana,72.9,0.8863636363636364
1798,Greene,Greene,Greene County,51079,VA,Virginia,38.2976,-78.4669,20374,Virginia,81.2,0.4147727272727273
1799,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,Texas,71.8,0.9488636363636368
1800,Adams,Adams,Adams County,53001,WA,Washington,46.9834,-118.5606,20353,Washington,83.9,0.26136363636363613
1801,Hempstead,Hempstead,Hempstead County,5057,AR,Arkansas,33.7354,-93.6684,20352,Arkansas,76.9,0.659090909090909
1802,Breckinridge,Breckinridge,Breckinridge County,21027,KY,Kentucky,37.7734,-86.4293,20345,Kentucky,78.1,0.5909090909090915
1803,Carroll,Carroll,Carroll County,18015,IN,Indiana,40.5828,-86.5635,20288,Indiana,81.3,0.4090909090909094
1804,Lavaca,Lavaca,Lavaca County,48285,TX,Texas,29.3843,-96.9302,20287,Texas,71.8,0.9488636363636368
1805,Bourbon,Bourbon,Bourbon County,21017,KY,Kentucky,38.2067,-84.2171,20281,Kentucky,78.1,0.5909090909090915
1806,Dukes,Dukes,Dukes County,25007,MA,Massachusetts,41.3961,-70.6501,20277,Massachusetts,82.7,0.3295454545454545
1807,Labette,Labette,Labette County,20099,KS,Kansas,37.1913,-95.2976,20222,Kansas,83.1,0.3068181818181822
1808,Carbon,Carbon,Carbon County,49007,UT,Utah,39.6481,-110.5887,20208,Utah,85.5,0.17045454545454553
1809,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,Alabama,76.1,0.704545454545455
1810,Richland,Richland,Richland Parish,22083,LA,Louisiana,32.4178,-91.7635,20110,Louisiana,72.9,0.8863636363636364
1811,Winneshiek,Winneshiek,Winneshiek County,19191,IA,Iowa,43.2907,-91.8437,20100,Iowa,85.1,0.19318181818181857
1812,Dodge,Dodge,Dodge County,13091,GA,Georgia,32.1722,-83.1684,20089,Georgia,76.4,0.6874999999999999
1813,Lincoln,Lincoln,Lincoln County,35027,NM,New Mexico,33.7453,-105.4593,20084,New Mexico,70.9,1.0
1814,Martin,Martin,Martin County,27091,MN,Minnesota,43.6744,-94.5511,20070,Minnesota,86.9,0.0909090909090906
1815,Washington,Washington,Washington County,13303,GA,Georgia,32.9695,-82.7959,20052,Georgia,76.4,0.6874999999999999
1816,Tyler,Tyler,Tyler County,48457,TX,Texas,30.7712,-94.3766,20032,Texas,71.8,0.9488636363636368
1817,Franklin,Franklin,Franklin Parish,22041,LA,Louisiana,32.1333,-91.6738,19964,Louisiana,72.9,0.8863636363636364
1818,Taylor,Taylor,Taylor County,55119,WI,Wisconsin,45.2116,-90.5012,19960,Wisconsin,84.7,0.21590909090909083
1819,Spencer,Spencer,Spencer County,18147,IN,Indiana,38.0141,-87.0077,19949,Indiana,81.3,0.4090909090909094
1820,Davison,Davison,Davison County,46035,SD,South Dakota,43.6747,-98.146,19944,South Dakota,85.1,0.19318181818181857
1821,DeKalb,DeKalb,DeKalb County,47041,TN,Tennessee,35.9799,-85.8328,19875,Tennessee,78.3,0.5795454545454549
1822,Montague,Montague,Montague County,48337,TX,Texas,33.6757,-97.7246,19850,Texas,71.8,0.9488636363636368
1823,Adair,Adair,Adair County,40001,OK,Oklahoma,35.8839,-94.6587,19839,Oklahoma,79.9,0.4886363636363634
1824,DeWitt,DeWitt,DeWitt County,48123,TX,Texas,29.0821,-97.3567,19834,Texas,71.8,0.9488636363636368
1825,Vernon,Vernon,Vernon County,29217,MO,Missouri,37.8506,-94.3424,19831,Missouri,81.1,0.42045454545454586
1826,Wayne,Wayne,Wayne County,28153,MS,Mississippi,31.6408,-88.6958,19824,Mississippi,72.0,0.9375000000000003
1827,Smith,Smith,Smith County,47159,TN,Tennessee,36.2505,-85.9567,19820,Tennessee,78.3,0.5795454545454549
1828,Orange,Orange,Orange County,18117,IN,Indiana,38.5418,-86.495,19752,Indiana,81.3,0.4090909090909094
