,County,Income,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,normalized_incomes
8880,Union,46076.0,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,0.908630950169766
8881,Union,46076.0,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,0.908630950169766
8882,Union,46076.0,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,0.908630950169766
8883,Union,46076.0,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,0.908630950169766
8884,Union,46076.0,Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19597,0.908630950169766
8885,Union,46076.0,Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17259,0.908630950169766
8886,Union,46076.0,Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16424,0.908630950169766
8887,Union,46076.0,Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,16141,0.908630950169766
8888,Union,46076.0,Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13786,0.908630950169766
8889,Union,46076.0,Union,Union,Union County,19175,IA,Iowa,41.0277,-94.2424,12193,0.908630950169766
8890,Union,46076.0,Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7098,0.908630950169766
8891,Union,46076.0,Union,Union,Union County,35059,NM,New Mexico,36.4816,-103.471,4122,0.908630950169766
8892,Union,47782.0,Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.3087,571963,0.902293513228378
8893,Union,47782.0,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,0.902293513228378
8894,Union,47782.0,Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,61769,0.902293513228378
8895,Union,47782.0,Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,43094,0.902293513228378
8896,Union,47782.0,Union,Union,Union County,5139,AR,Arkansas,33.1713,-92.5972,39262,0.902293513228378
8897,Union,47782.0,Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,0.902293513228378
8898,Union,47782.0,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,0.902293513228378
8899,Union,47782.0,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,0.902293513228378
8900,Union,47782.0,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,0.902293513228378
8901,Union,47782.0,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,0.902293513228378
8902,Union,47782.0,Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19597,0.902293513228378
8903,Union,47782.0,Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17259,0.902293513228378
8904,Union,47782.0,Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16424,0.902293513228378
8905,Union,47782.0,Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,16141,0.902293513228378
8906,Union,47782.0,Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13786,0.902293513228378
8907,Union,47782.0,Union,Union,Union County,19175,IA,Iowa,41.0277,-94.2424,12193,0.902293513228378
8908,Union,47782.0,Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7098,0.902293513228378
8909,Union,47782.0,Union,Union,Union County,35059,NM,New Mexico,36.4816,-103.471,4122,0.902293513228378
8910,Union,37527.0,Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.3087,571963,0.9403887159446347
8911,Union,37527.0,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,0.9403887159446347
8912,Union,37527.0,Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,61769,0.9403887159446347
8913,Union,37527.0,Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,43094,0.9403887159446347
8914,Union,37527.0,Union,Union,Union County,5139,AR,Arkansas,33.1713,-92.5972,39262,0.9403887159446347
8915,Union,37527.0,Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,0.9403887159446347
8916,Union,37527.0,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,0.9403887159446347
8917,Union,37527.0,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,0.9403887159446347
8918,Union,37527.0,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,0.9403887159446347
8919,Union,37527.0,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,0.9403887159446347
8920,Union,37527.0,Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19597,0.9403887159446347
8921,Union,37527.0,Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17259,0.9403887159446347
8922,Union,37527.0,Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16424,0.9403887159446347
8923,Union,37527.0,Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,16141,0.9403887159446347
8924,Union,37527.0,Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13786,0.9403887159446347
8925,Union,37527.0,Union,Union,Union County,19175,IA,Iowa,41.0277,-94.2424,12193,0.9403887159446347
8926,Union,37527.0,Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7098,0.9403887159446347
8927,Union,37527.0,Union,Union,Union County,35059,NM,New Mexico,36.4816,-103.471,4122,0.9403887159446347
8928,Union,125786.0,Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.3087,571963,0.6125247962436013
8929,Union,125786.0,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,0.6125247962436013
8930,Union,125786.0,Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,61769,0.6125247962436013
8931,Union,125786.0,Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,43094,0.6125247962436013
8932,Union,125786.0,Union,Union,Union County,5139,AR,Arkansas,33.1713,-92.5972,39262,0.6125247962436013
8933,Union,125786.0,Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,0.6125247962436013
8934,Union,125786.0,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,0.6125247962436013
8935,Union,125786.0,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,0.6125247962436013
8936,Union,125786.0,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,0.6125247962436013
8937,Union,125786.0,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,0.6125247962436013
8938,Union,125786.0,Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19597,0.6125247962436013
8939,Union,125786.0,Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17259,0.6125247962436013
8940,Union,125786.0,Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16424,0.6125247962436013
8941,Union,125786.0,Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,16141,0.6125247962436013
8942,Union,125786.0,Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13786,0.6125247962436013
8943,Union,125786.0,Union,Union,Union County,19175,IA,Iowa,41.0277,-94.2424,12193,0.6125247962436013
8944,Union,125786.0,Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7098,0.6125247962436013
8945,Union,125786.0,Union,Union,Union County,35059,NM,New Mexico,36.4816,-103.471,4122,0.6125247962436013
8946,Union,36826.0,Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.3087,571963,0.942992785871899
8947,Union,36826.0,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,0.942992785871899
8948,Union,36826.0,Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,61769,0.942992785871899
8949,Union,36826.0,Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,43094,0.942992785871899
8950,Union,36826.0,Union,Union,Union County,5139,AR,Arkansas,33.1713,-92.5972,39262,0.942992785871899
8951,Union,36826.0,Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,0.942992785871899
8952,Union,36826.0,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,0.942992785871899
8953,Union,36826.0,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,0.942992785871899
8954,Union,36826.0,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,0.942992785871899
8955,Union,36826.0,Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21272,0.942992785871899
8956,Union,36826.0,Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19597,0.942992785871899
8957,Union,36826.0,Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17259,0.942992785871899
8958,Union,36826.0,Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16424,0.942992785871899
8959,Union,36826.0,Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,16141,0.942992785871899
8960,Union,36826.0,Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13786,0.942992785871899
8961,Union,36826.0,Union,Union,Union County,19175,IA,Iowa,41.0277,-94.2424,12193,0.942992785871899
8962,Union,36826.0,Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7098,0.942992785871899
8963,Union,36826.0,Union,Union,Union County,35059,NM,New Mexico,36.4816,-103.471,4122,0.942992785871899
8964,Van Buren,35870.0,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0189,75550,0.9465441280266277
8965,Van Buren,35870.0,Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5158,15851,0.9465441280266277
8966,Van Buren,35870.0,Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95,7196,0.9465441280266277
8967,Van Buren,35870.0,Van Buren,Van Buren,Van Buren County,47175,TN,Tennessee,35.696,-85.4526,6083,0.9465441280266277
8968,Van Buren,42312.0,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0189,75550,0.9226134312057476
8969,Van Buren,42312.0,Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5158,15851,0.9226134312057476
8970,Van Buren,42312.0,Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95,7196,0.9226134312057476
8971,Van Buren,42312.0,Van Buren,Van Buren,Van Buren County,47175,TN,Tennessee,35.696,-85.4526,6083,0.9226134312057476
8972,Van Buren,45781.0,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0189,75550,0.9097268141191854
8973,Van Buren,45781.0,Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5158,15851,0.9097268141191854
8974,Van Buren,45781.0,Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95,7196,0.9097268141191854
8975,Van Buren,45781.0,Van Buren,Van Buren,Van Buren County,47175,TN,Tennessee,35.696,-85.4526,6083,0.9097268141191854
8976,Van Buren,34664.0,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0189,75550,0.951024168443576
8977,Van Buren,34664.0,Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5158,15851,0.951024168443576
8978,Van Buren,34664.0,Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95,7196,0.951024168443576
8979,Van Buren,34664.0,Van Buren,Van Buren,Van Buren County,47175,TN,Tennessee,35.696,-85.4526,6083,0.951024168443576
8980,White,39958.0,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,0.9313580540428092
8981,White,39958.0,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,0.9313580540428092
8982,White,39958.0,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,0.9313580540428092
8983,White,39958.0,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,0.9313580540428092
8984,White,39958.0,White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13959,0.9313580540428092
8985,White,43695.0,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,0.9174758724191475
8986,White,43695.0,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,0.9174758724191475
8987,White,43695.0,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,0.9174758724191475
8988,White,43695.0,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,0.9174758724191475
8989,White,43695.0,White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13959,0.9174758724191475
8990,White,50024.0,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,0.8939649472127907
8991,White,50024.0,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,0.8939649472127907
8992,White,50024.0,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,0.8939649472127907
8993,White,50024.0,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,0.8939649472127907
8994,White,50024.0,White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13959,0.8939649472127907
8995,White,47617.0,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,0.9029064540814431
8996,White,47617.0,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,0.9029064540814431
8997,White,47617.0,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,0.9029064540814431
8998,White,47617.0,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,0.9029064540814431
8999,White,47617.0,White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13959,0.9029064540814431
9000,White,37603.0,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,0.9401063916729199
9001,White,37603.0,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,0.9401063916729199
9002,White,37603.0,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,0.9401063916729199
9003,White,37603.0,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,0.9401063916729199
9004,White,37603.0,White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13959,0.9401063916729199
9005,Woodruff,46730.0,Woodruff,Woodruff,Woodruff County,5147,AR,Arkansas,35.1863,-91.2431,6333,0.906201475515799
9006,Yell,35573.0,Yell,Yell,Yell County,5149,AR,Arkansas,35.0025,-93.411,20489,0.9476474215621448
9007,Alameda,88841.0,Alameda,Alameda,Alameda County,6001,CA,California,37.6469,-121.8888,1673133,0.7497678254344451
9008,Alpine,75220.0,Alpine,Alpine,Alpine County,6003,CA,California,38.5972,-119.8207,1344,0.8003670215532293
9009,Amador,47790.0,Amador,Amador,Amador County,6005,CA,California,38.4464,-120.6511,40095,0.902263794883987
9010,Butte,51402.0,Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,217884,0.8888459623914352
9011,Butte,51402.0,Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.5079,10167,0.8888459623914352
9012,Butte,51402.0,Butte,Butte,Butte County,16023,ID,Idaho,43.7229,-113.1721,2573,0.8888459623914352
9013,Butte,49413.0,Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,217884,0.896234685765656
9014,Butte,49413.0,Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.5079,10167,0.896234685765656
9015,Butte,49413.0,Butte,Butte,Butte County,16023,ID,Idaho,43.7229,-113.1721,2573,0.896234685765656
9016,Butte,44148.0,Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,217884,0.9157930711680052
9017,Butte,44148.0,Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.5079,10167,0.9157930711680052
9018,Butte,44148.0,Butte,Butte,Butte County,16023,ID,Idaho,43.7229,-113.1721,2573,0.9157930711680052
9019,Calaveras,55355.0,Calaveras,Calaveras,Calaveras County,6009,CA,California,38.2046,-120.5541,45349,0.8741613854692155
9020,Colusa,55498.0,Colusa,Colusa,Colusa County,6011,CA,California,39.1775,-122.237,21780,0.8736301700632257
9021,Contra Costa,88910.0,Contra Costa,Contra Costa,Contra Costa County,6013,CA,California,37.9192,-121.9277,1161643,0.7495115047140724
9022,Del Norte,41309.0,Del Norte,Del Norte,Del Norte County,6015,CA,California,41.7431,-123.8972,27655,0.9263393686337734
9023,El Dorado,74679.0,El Dorado,El Dorado,El Dorado County,6017,CA,California,38.7787,-120.5247,190568,0.802376724592673
9024,Fresno,48312.0,Fresno,Fresno,Fresno County,6019,CA,California,36.7582,-119.6493,1003150,0.9003246729124721
9025,Glenn,49454.0,Glenn,Glenn,Glenn County,6021,CA,California,39.5981,-122.3919,28675,0.8960823792506519
9026,Humboldt,50693.0,Humboldt,Humboldt,Humboldt County,6023,CA,California,40.6993,-123.8756,137014,0.8914797506630906
9027,Humboldt,50693.0,Humboldt,Humboldt,Humboldt County,32013,NV,Nevada,41.4068,-118.112,17218,0.8914797506630906
9028,Humboldt,50693.0,Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9622,0.8914797506630906
9029,Humboldt,51870.0,Humboldt,Humboldt,Humboldt County,6023,CA,California,40.6993,-123.8756,137014,0.8871074392445597
9030,Humboldt,51870.0,Humboldt,Humboldt,Humboldt County,32013,NV,Nevada,41.4068,-118.112,17218,0.8871074392445597
9031,Humboldt,51870.0,Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9622,0.8871074392445597
9032,Humboldt,50801.0,Humboldt,Humboldt,Humboldt County,6023,CA,California,40.6993,-123.8756,137014,0.8910785530138116
9033,Humboldt,50801.0,Humboldt,Humboldt,Humboldt County,32013,NV,Nevada,41.4068,-118.112,17218,0.8910785530138116
9034,Humboldt,50801.0,Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9622,0.8910785530138116
9035,Imperial,45021.0,Imperial,Imperial,Imperial County,6025,CA,California,33.0395,-115.3653,180051,0.9125500568363336
9036,Inyo,60124.0,Inyo,Inyo,Inyo County,6027,CA,California,36.5111,-117.4107,18804,0.8564455374191104
9037,Kern,44063.0,Kern,Kern,Kern County,6029,CA,California,35.3426,-118.7301,905644,0.9161088285771599
9038,Kings,41397.0,Kings,Kings,Kings County,36047,NY,New York,40.6395,-73.9385,2712360,0.926012466845472
9039,Kings,41397.0,Kings,Kings,Kings County,6031,CA,California,36.0752,-119.8155,151887,0.926012466845472
9040,Kings,56349.0,Kings,Kings,Kings County,36047,NY,New York,40.6395,-73.9385,2712360,0.8704688811786295
9041,Kings,56349.0,Kings,Kings,Kings County,6031,CA,California,36.0752,-119.8155,151887,0.8704688811786295
9042,Lake,44403.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.914845798940541
9043,Lake,44403.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.914845798940541
9044,Lake,44403.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.914845798940541
9045,Lake,44403.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.914845798940541
9046,Lake,44403.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.914845798940541
9047,Lake,44403.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.914845798940541
9048,Lake,44403.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.914845798940541
9049,Lake,44403.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.914845798940541
9050,Lake,44403.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.914845798940541
9051,Lake,44403.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.914845798940541
9052,Lake,44403.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.914845798940541
9053,Lake,44403.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.914845798940541
9054,Lake,44537.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.9143480166719912
9055,Lake,44537.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.9143480166719912
9056,Lake,44537.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.9143480166719912
9057,Lake,44537.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.9143480166719912
9058,Lake,44537.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.9143480166719912
9059,Lake,44537.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.9143480166719912
9060,Lake,44537.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.9143480166719912
9061,Lake,44537.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.9143480166719912
9062,Lake,44537.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.9143480166719912
9063,Lake,44537.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.9143480166719912
9064,Lake,44537.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.9143480166719912
9065,Lake,44537.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.9143480166719912
9066,Lake,45880.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.9093590496073464
9067,Lake,45880.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.9093590496073464
9068,Lake,45880.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.9093590496073464
9069,Lake,45880.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.9093590496073464
9070,Lake,45880.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.9093590496073464
9071,Lake,45880.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.9093590496073464
9072,Lake,45880.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.9093590496073464
9073,Lake,45880.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.9093590496073464
9074,Lake,45880.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.9093590496073464
9075,Lake,45880.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.9093590496073464
9076,Lake,45880.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.9093590496073464
9077,Lake,45880.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.9093590496073464
9078,Lake,83141.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.7709421458130568
9079,Lake,83141.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.7709421458130568
9080,Lake,83141.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.7709421458130568
9081,Lake,83141.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.7709421458130568
9082,Lake,83141.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.7709421458130568
9083,Lake,83141.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.7709421458130568
9084,Lake,83141.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.7709421458130568
9085,Lake,83141.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.7709421458130568
9086,Lake,83141.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.7709421458130568
9087,Lake,83141.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.7709421458130568
9088,Lake,83141.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.7709421458130568
9089,Lake,83141.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.7709421458130568
9090,Lake,48523.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.8995408515791585
9091,Lake,48523.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.8995408515791585
9092,Lake,48523.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.8995408515791585
9093,Lake,48523.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.8995408515791585
9094,Lake,48523.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.8995408515791585
9095,Lake,48523.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.8995408515791585
9096,Lake,48523.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.8995408515791585
9097,Lake,48523.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.8995408515791585
9098,Lake,48523.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.8995408515791585
9099,Lake,48523.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.8995408515791585
9100,Lake,48523.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.8995408515791585
9101,Lake,48523.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.8995408515791585
9102,Lake,37938.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.9388619360015453
9103,Lake,37938.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.9388619360015453
9104,Lake,37938.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.9388619360015453
9105,Lake,37938.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.9388619360015453
9106,Lake,37938.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.9388619360015453
9107,Lake,37938.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.9388619360015453
9108,Lake,37938.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.9388619360015453
9109,Lake,37938.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.9388619360015453
9110,Lake,37938.0,Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458,10835,0.9388619360015453
9111,Lake,37938.0,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,0.9388619360015453
9112,Lake,37938.0,Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7417,0.9388619360015453
9113,Lake,37938.0,Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,7187,0.9388619360015453
9114,Lake,50311.0,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,714484,0.8928988016077625
9115,Lake,50311.0,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,495925,0.8928988016077625
9116,Lake,50311.0,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,375059,0.8928988016077625
9117,Lake,50311.0,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,0.8928988016077625
9118,Lake,50311.0,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,0.8928988016077625
9119,Lake,50311.0,Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,0.8928988016077625
9120,Lake,50311.0,Lake,Lake,Lake County,26085,MI,Michigan,43.9901,-85.8016,12248,0.8928988016077625
9121,Lake,50311.0,Lake,Lake,Lake County,46079,SD,South Dakota,44.0221,-97.1294,11358,0.8928988016077625
